id	conclusion	premises	stance	rank
Sd267a8f4-A485c08c2	Medical Marijuana	"Medical Marijuana can treat patients of cancer and AIDs, but it leads to more problems. Andrea Bathwell, who used to be the Deputy Director for the White House once said, """"By characterizing the use of illegal drugs as quasi-legal, state-sanctioned, Saturday afternoon fun, legalizers destabilize the societal norm that drug use is dangerous. They undercut the goals of stopping the initiation of drug use to prevent addiction.... Children entering drug abuse treatment routinely report that they heard that 'pot is medicine' and, therefore, believed it to be good for them."" Even if marijuana is used for medical purposes, it leads to addiction and that's why it should not be legalized for treatment."	CON	11
Sd267a8f4-Aaf6ab26	Medical Marijuana	The FDA recently reported that there were not scientific studies that support The use of medical marijuana. If a physician prescribes it in an area where it isn't even legal, they could lose their licenses. There wouldn't be a problem with the FDA is there wasn't an issue with using medical marijuana as a treatment.	CON	12
Sd267a8d5-Aaf6ab26	Medical Marijuana	The FDA recently reported that there were not scientific studies that support The use of medical marijuana. If a physician prescribes it in an area where it isn't even legal, they could lose their licenses. There wouldn't be a problem with the FDA is there wasn't an issue with using medical marijuana as a treatment.	CON	13
Sd7c339a6-A27ead593	Should Medical Marijuana Be Legal	"Greetings and Salutations. I have a curve ball to throw at my opponent as while I am against his position, it is for a different reason. I hope you can either rein in the argument and assert yourself with logic, or roll with the punches and see where it takes us! I am against ""Medical Marijuana"" being legalized because it physically doesn't exist. There is no such thing other than a human conjuration of meaning. What is being depicted as marijuana is in fact Cannabis, or Hemp. A google search for the scientific name of Medical Marijuana, (Ie. the name of the person who discovered the fauna/flora), and you will discover it is something completely different, something that has been slapped onto another flora and passed of as real. Marijuana itself is part of a slur campaign from the nicotine and cotton industry to destroy Hemp, they renamed Cannabis to Marijuana to confuse people who had used it for generations into thinking some new dangerous 'drug' had been discovered - and successfully throttled any competition to their respective fields. Other indications of this being a slur is in its 'street' name ""Weed"". That itself conjures up a disgusting image when heard, an unwanted product. (Note: the articles are biased, I cannot find an open party reference on quick notice ) https://raoulduke1989.wordpress.com... https://gooeyrabinski.com... Cannabis is very real, and can be incredibly beneficial to most human - no... mammals, reptiles, birds and even plants! - as we all have THC receptors that have evolved over generations. https://www.ncbi.nlm.nih.gov... https://www.ncbi.nlm.nih.gov... There are strains that have been cultivated to have lower THC levels, so that when ingested - there are less of the ""side-effect's"" the stoner culture is famous for. (When I searched to find some links to show, I got a TON of click-bait sites - Washington post, etc. with articles on it that have no basis of proof - However I believe most people have at least heard of this to understand that plant splicing and selective pollination can alter properties of a plant, and that THC is a property if Cannabis.... it can be altered). Eagerly awaiting my opponents response - Let's do this!"	CON	14
Sd267a8f4-A94da0811	Medical Marijuana	It has been proven that medical marijuana can be safe and effective for treating cancer, AIDS, multiple sclerosis, pain, epilepsy, glaucoma, and other conditions as well. Marijuana is actually less toxic then many of the medicines and drugs that doctors prescribe today to relieve the same symptoms. The tetrahydrocannabinol (THC) contained in this plant, along with many other cannabinoids, cause relief unlike any other drug.	PRO	15
Sd267a8d5-A94da0811	Medical Marijuana	It has been proven that medical marijuana can be safe and effective for treating cancer, AIDS, multiple sclerosis, pain, epilepsy, glaucoma, and other conditions as well. Marijuana is actually less toxic then many of the medicines and drugs that doctors prescribe today to relieve the same symptoms. The tetrahydrocannabinol (THC) contained in this plant, along with many other cannabinoids, cause relief unlike any other drug.	PRO	16
Sc416873d-A7a6ee9d7	Medical marijuana should be legal	This is for a devil's advocate tournament. I hope for a really fun debate - I'll try and offer something different from the usual boring old arguments that always seem to get presented for medical marijuana. This first round is for acceptance. I'll start my case in round two.	PRO	17
Sd267a8f4-Aa0d22f6e	Medical Marijuana	Although marijuana has been proven as a alternative to treating cancer, it is still a dangerous drug. There are other medical options that have the same effect on cancer patients without being as dangerous. Different medicines can diminish pain and cause relief without having as dangerous side effects.	CON	18
Sd267a8d5-Aa0d22f6e	Medical Marijuana	Although marijuana has been proven as a alternative to treating cancer, it is still a dangerous drug. There are other medical options that have the same effect on cancer patients without being as dangerous. Different medicines can diminish pain and cause relief without having as dangerous side effects.	CON	19
S174daab8-A26a9db6	Medical Marijuana	I thank my opponent for this debate. . . . . . . . . REBUTTALS TO REBUTTALS -------------------------------- //Yes, it is the user's choice and it is also a choice that most users regret later. Not all users regret it but the majority of users do and the majority is a bigger number than the minority.// Unwarranted and sourceless claim. My opponent has not provided proof of this statement! Furthermore, even if the user regrets it, that is his or her fault. //I know this from experience so I guess I will use myself as a source. I use to smoke marijuana with some friends about a couple of years ago and it was amazing at first however, I quit because I realized how it was affecting me. My reaction time was slower, I was craving food constantly. I would eat about $60.00 worth of food a day. I didn't use marijuana that much at first but then the addiction started to get worse and worse. I was constantly craving it and I would be stoned at least 15 hours a day if not longer and not only me, but my friends as well.// Personal experience means nothing in a debate, as you basically ask the voter to trust you without any substantial evidence as to why. Furthermore, marijuana is NOT addictive. (1) Also, if your friends smoked it, then it is their fault, and not yours. //I gave sources in my last round....// Just citing sources doesn't prove anything unless they are used in conjunction with the relevant topic at hand. You gave sources, yes, but you didn't show that your claim, 'Marinol is better than medical marijuana,' was contradicted by many studies, as I did. //I didn't try to hide anything, you talk about how people should have choices, it was my choice not to respond to your sixth argument during the last round but I did respond to your fifth argument.// So you basically admit to dropping the argument. That's always fun. Now that my argument went uncontested, the resolution is refuted, unless you have provided a refutation later in this round. //My opponent is technically saying that if you have kids and/or pets that depend on you and you decide to get really drunk, smoke marijuana, and/or inject heroin and you beat, rape, and/or kill your kids and/or pets, it's alright because it's your choice. Stuff like this WON'T ALWAYS happen but it's bad enough without marijuana and other drugs being legal whereas being legal will probably make it worse. It's better to be safe than sorry.// Straw-man. I have noted very specifically in that if it harms the user and only the user, then they can do whatever they wish to their bodies. Not once have I stated that it was morally correct to beat, rape, and kill others. I have said that marijuana is not morally reprehensible because it does not infringe upon the rights of others. It only harms the user. //My point is that it's not only harmful to you, but also to other people and pets around you.// No, your point is a strong straw-man. Anything that indirectly results from your actions while under the influence of marijuana is your fault, not the drugs'. //The government isn't telling you that you can't,// Yes they are, that is what a government does. The laws they make dictate what you can and cannot do. //they are telling you that it's against the law. No, they are telling you that you SHOULDN'T do whatever action under PENALTY OF LAW. //You still have the ability, so technically you still can even though you shouldn't.// The 'shouldn't' is contained within the 'can'. When a government passes a law, they basically say that you can not, and therefore should not, do something under penalty of law. //Exactly, which is why tobacco and alcohol should also be illegal!// 'Kay. //I already gave some reasons in my last round// Which I debased. //however, I will give a few more in this round. Marinol is taken orally, thereby eliminating exposure to other chemicals found in marijuana.// I debunked that claim, view my round 2. Marinol is, in comparison to medical marijuana, an inferior drug. //Once it reaches peak levels in the blood, Marinol stays fairly steady and lasts twice as long as marijuana therefore medical marijuana wouldn't be needed.// View my round 2, which you seem to have glossed over, really. //I don't want my taxes to go to drugs.// The taxes do not 'go to drugs' as you put it. When they are illegal, they go to drug cartels to do whatever with it, likely to grow more pot and thus sell more to the consumer. When it is legal, however, it can go to the government to do infinitely more rewarding things. //This would actually make users have less money because of taxes.// When on the black market, things are higher in value because they are illegal. When they are legal, however, they increase in supply, and thus decrease in value. That's how a black market works. Now, if prices for marijuana went down, they'd have even more money in comparison to before, even given the taxes imposed. //The government would get richer while the pot heads would get poorer.// False. //True, however marijuana speeds up the process where you get hungry more often where you have to spend more money on food and marijuana.// Back to wild claims, eh? Well, as much as I'd have loved for you to source them, you didn't, and I'm just going to debunk this anyways. Marijuana does not speed up any digestive tract processes, as far as I'm aware of. The only thing you can possibly be talking about are hunger pangs, one of the main things marijuana is praised for, because it helps anorexics, patients who undergo chemotherapy, and glaucoma patients get their hunger back so they do not have to be fed through a tube. Anyways, even if you do get hungry while under the influence of marijuana, which is a side effect not seen in many, the cravings do not automatically make you go in a rabid food devouring spree, much to my opponent's dismay. It does not turn you into any sort of wild beast fraught with feelings of starvation. If you do get hungry while under the influence of marijuana, the worst case scenario would you be eating that entire turkey dinner you had planned for Thanksgiving. Drats. //Voters, take note that my opponent was talking about how we should have choices and I chose to drop it during that round but it got responded indirectly in this round.// Not really. And any attempt at doing so was utterly thrashed, if I do say so myself. //I think it's ridiculous that my opponent pointed this out because if you took the time to read the previous posts from the other rounds you would know this.// Nope, because of the simple fact you didn't actual mention it up until this round. Anyways, I again thank my opponent for this debate. The voters however, I apologize to, as no new arguments were made, and the same points made time and again. I am deeply sorry. Vote Pro, if you took the time to read through this rehashed debate. SOURCES ----------- http://www.drugpolicy.org...	PRO	20
S174daab8-Aa46f3e9	Medical Marijuana	====================================================== Rebuttals to Rebuttals to Rebuttals and Rebuttals to Rebuttals to my arguments ====================================================== [QUOTE] And that is the user's choice. None of these other 'hazardous' chemicals have ever been proved to be harmful whatsoever. I ask my opponent to source his claims to relevant studies. [/QUOTE] Yes, it is the user's choice and it is also a choice that most users regret later. Not all users regret it but the majority of users do and the majority is a bigger number than the minority. I know this from experience so I guess I will use myself as a source. I use to smoke marijuana with some friends about a couple of years ago and it was amazing at first however, I quit because I realized how it was affecting me. My reaction time was slower, I was craving food constantly. I would eat about $60.00 worth of food a day. I didn't use marijuana that much at first but then the addiction started to get worse and worse. I was constantly craving it and I would be stoned at least 15 hours a day if not longer and not only me, but my friends as well. [QUOTE] There are some very serious problems with my opponent's arguments. (S)He has refused to show how studies contradict his statement. [/QUOTE] I gave sources in my last round.... [QUOTE] No, they don't. However, as noted in my fifth and sixth arguments, which you tried to hide away [/QUOTE] I didn't try to hide anything, you talk about how people should have choices, it was my choice not to respond to your sixth argument during the last round but I did respond to your fifth argument. [QUOTE] I noted that it was the user's choice, and that the government should have no say in what you can and cannot consume. If you want to eat very greasy food, go right ahead. If you want to smoke marijuana or inject yourself with heroin, go ahead. And if you want to consume rat poison for breakfast, who am I to stop you? Your point? Opium and heroin ought to be legal for the simple reason that it is not the government's role to tell you what to consume. If it is harmful, then the consequences are upon you, and you alone. legalizing marijuana will lower crime rates. [/QUOTE] My opponent is technically saying that if you have kids and/or pets that depend on you and you decide to get really drunk, smoke marijuana, and/or inject heroin and you beat, rape, and/or kill your kids and/or pets, it's alright because it's your choice. Stuff like this WON'T ALWAYS happen but it's bad enough without marijuana and other drugs being legal whereas being legal will probably make it worse. It's better to be safe than sorry. My point is that it's not only harmful to you, but also to other people and pets around you. The government isn't telling you that you can't, they are telling you that it's against the law. You still have the ability, so technically you still can even though you shouldn't. [QUOTE] Might I also add that tobacco and alcohol, while infinitely more harmful to the user than marijuana, are still legal? [/QUOTE Exactly, which is why tobacco and alcohol should also be illegal! [QUOTE] Why should marijuana be illegal, when it actually provides benefits to the user? [/QUOTE] I already gave some reasons in my last round however, I will give a few more in this round. Marinol is taken orally, thereby eliminating exposure to other chemicals found in marijuana. Once it reaches peak levels in the blood, Marinol stays fairly steady and lasts twice as long as marijuana therefore medical marijuana wouldn't be needed. [QUOTE] This wouldn't be a proper replacement for marijuana at all. The criminals would only get harder to catch, and the citations wouldn't be as nearly as good a revenue as it would should marijuana be legalized and taxed. [/QUOTE] I don't want my taxes to go to drugs. This would actually make users have less money because of taxes. The government would get richer while the pot heads would get poorer. [QUOTE] If ANYONE can't consume edible food within a certain amount of time, they will die. That's just common sense, and applies to everything, really. [/QUOTE True, however marijuana speeds up the process where you get hungry more often where you have to spend more money on food and marijuana. [QUOTE] Voters, take note that my opponent dropped contention 6. [/QUOTE] Voters, take note that my opponent was talking about how we should have choices and I chose to drop it during that round but it got responded indirectly in this round. I think it's ridiculous that my opponent pointed this out because if you took the time to read the previous posts from the other rounds you would know this. Voters, please read over and analyze the debate before making your decision to vote. I'm not going to vote for myself unless my opponent votes for himself. If he votes for himself, I will vote for myself to make it fair. I await my opponent's final response wish both of us luck. ======== SOURCES ======== Myself Common Sense http://dying.about.com...	CON	21
Sd267a8f4-Af0060f12	Medical Marijuana	Although cannabis has been used to treat those sicknesses and problems, it was out lawed for a reason. Medical cannabis has been linked to cardiovascular problems and strokes almost as many times it has been proven as an effective treatment. In Sweden, 50,000 people were tested and proven to have a more likely chance of developing schizophrenia is they have smoked. Also people with schizophrenia were more drawn to marijuana than others.	CON	22
