id	conclusion	premises	stance	rank
S21e2b85c-A4f7b3e4c	Obesity is not a disease, it's a choice.	"My opponent con states that ""Obesity is not being unhealthy, or having fat. Obesity is a medical condition. Obesity is not a choice, it is the result of a series of choices. The result is distinct from the choice."" He is right. A person makes choices on a daily basis knowing the consequence, of eating unhealthy food, yet they still do it, knowing that their choice will effect their life in a negative way. My opponent also states that ""Obesity is not being unhealthy, or having fat"" his claim is also incorrect. So exactly why is con wrong? Well here is why Obesity is unhealthy: Obesity is the number one cause of type 2 diabetes. The chances of getting diabetes increases more than tenfold if your body weight is higher than normal. Diabetes do all the bad things to your body. It can give many problems to your eyes, kidneys, and heart. Source: http://www.obesity-info.com... Con has not made any of his points clear other than saying that it IS a disease but yet not backing it up with any facts. Cancer is a disease, people don't choose to have cancer. Obesity is not a disease, they choose to become obese by the food they consume."	PRO	11
S21e2b85c-Aa1ed4daf	Obesity is not a disease, it's a choice.	"My opponent has agreed tha Obesity is the result of choices, however has not rebutted the fact that this in itself makes it not a choice. She points out people make choices that lead to obesity, and attempts to rebut my statement that obesity is not being unhealthy. However, it still stands. Obesity is a specific condition that can lead to unhealthy consequences. I am not saying that being obese isn't unhealthy, I'm just saying that obesity isn't unhealthiness itself. For example, a smoker can be unhealthy without being obese. My opponent has said that I have not provided facts, but I have. Look to the definitions. Obesity fits all of the definitions for disease provided. It affects a person, animal, or plant and it is a condition that prevents the body or mind from working normally. My opponent has also pointed out cancer, and that it is not a disease because the don't choose to get it. However, this is not true. If you agree with my opponents logic, then you must admit that people who work as painters chose to work with carcinogens http://www.inchem.org... therefore cancer is a choice. My opponent herself stated ""Cancer is a disease"". As we can see this is hypocritical and thus falls."	CON	12
S21e2b85c-A56606e73	Obesity is not a disease, it's a choice.	"What is obesity? Obesity is a medical condition in which excess body fat has accumulated to the extent that it may have a negative effect on health, leading to reduced life expectancy and/or increased health problems http://en.wikipedia.org... Many people use the excuse that the reason why they are obese, is because they have a ""disease"" I will be arguing that obesity is in fact a choice, not a disease. Opponent in first round may state their argument. Good luck!"	PRO	13
Sefbdcc9f-Ac0b7c2c6	Obesity is a public health issue .	Even if we were to accept that the government has a role in combatting the so-called ‘obesity epidemic’, that does not justify it taking any measures it deems appropriate. The government should at the very least be able to prove that there is some link between the toys sold with the fast food meals and the rise in obesity. After all, the toys have been around since the late 70s. The ‘obesity epidemic’ is a far more recent phenomenon. 	CON	14
S21e2b85c-A161deb9d	Obesity is not a disease, it's a choice.	"To make up for this if the Pro wants me to waive my final speech I will if I am told in their second speech. In addition I would like to note that as con and the person supporting the status quo, my opponent will bear the Burden of Proof. I agree with the definition of obesity provided, but would like to insert a few more. Disease:an illness that affects a person, animal, or plant : a condition that prevents the body or mind from working normally http://www.merriam-webster.com... Choice:the act of choosing : the act of picking or deciding between two or more possibilities http://www.merriam-webster.com...; Obesity is in fact a disease and not a choice. This is because it fits the definition of disease as it an ilness that affects a person, and ir prevents the body from working normally. It is not a choice, because one does not ""choose"" obesity. A person may make choices that lead to being obese, or even chose that they want to become obese, but the obesity itself is not a choice. Even if you disagree with my analysis, you must also look back again to the definition of choice. Obesity, even if one did choose to become obese, would be an option, not a choice. For all these reasons please vote Con. Good luck to the Pro."	CON	15
S21e2b85c-A148fb2f7	Obesity is not a disease, it's a choice.	"There are many different definitions. Just because you choose a definition doesn't make you right. Obesity most of the time is caused by excessive amount of calories. People have choices, to be healthy or not. It's all up to them what they eat or don't eat, if they choose to exercise or not. They know if they eat unhealthy food more then likely they will gain more weight, compared to if they eat more healthy food they wont gain as much wait compared to junk food. My claim: 1)Obesity is a preventable risk factor for other diseases and conditions, and is not a disease itself. Like smoking is a preventable risk factor for lung cancer and drinking is a preventable risk factor for alcoholism, obesity is a preventable risk factor for coronary heart disease, stroke, high blood pressure, type 2 diabetes, cancers (like endometrial, breast, and colon), high cholesterol, high levels of triglycerides, liver and gallbladder disease, incontinence, increased surgical risk, sleep apnea, respiratory problems (like asthma), osteoarthritis, infertility and other reproductive complications, complications during pregnancy and birth defects, and mental health conditions. [42] [36] Women who gain 20 pounds or more between age 20 and midlife double their risk of postmenopausal breast cancer. [36] For every 2 pound weight increase, the risk of developing arthritis rises 9-13%. [36]. 2)Obesity is the result of eating too much. The suggested daily caloric intake for 31-50-year-olds is 1,800 calories for women and 2,200 calories for men. [7] In 2009-2010, 30-39-year-old women consumed an average 1,831 calories (which is 1.7% over the recommendation) while men of the same age consumed an average 2,736 calories per day (which is 22% over the recommendation). [3] The average American restaurant meal portion size is four times as large as portions in the 1950s and 96% of entrees at chain restaurants exceed dietary guidelines for fat, sodium, and saturated fat, with some almost exceeding daily intakes in one meal. [44] [45] The body is doing what it has evolved to do by converting excess calories into fat cells. The CDC recommends reducing consumption of sugar drinks (like sodas) and high-energy-dense foods to prevent and reduce obesity. [42] The Mayo Clinic states, ""Having a diet that's high in calories, eating fast food, skipping breakfast, eating most of your calories at night, drinking high-calorie beverages and eating oversized portions all contribute to weight gain."" Sources http://obesity.procon.org..."	PRO	16
Sb5b096db-A6b1e0243	Obesity is a disease.	"Though you make a valid point on the fact that the choices of exercising and eating healthier there are many other factors that go into a person suffering from obesity. There are plenty of people who eat healthy and stay active yet still remain overweight, or obese. This is not because of any choices they made; it is because of a medical issue. Though this not mean it is entirely a genetic issue. Obesity is still largely related to ones genetics. A person can make all the right choices in life, eat healthy, stay active, and never sit still in a sense and yet they will remain overweight, or obese. Bottom line they remain this way due to the fact that their body's genetics simply can't lose weight because of its genetics. 2. Congrats to your father. 3. Though there is no illness that causes a person to eat all those fatty foods in the world. There are illnesses that cause them to be unable to lose the weight they do gain though the foods. These illnesses lead to them becoming overweight and then soon enough becoming obese, or just really overweight. It cannot always be helped, and just because some over the top BS pill will create a temporary fix for their weight. It does not mean every obese person should run out and get a lifetime supply of hydroxi cut or whatever the hell it's called. For that solution is exactly what it says it is. A temporary fix for the larger issue unless of course they constantly use these pills. For once the body has an outside source take over a bodily function it is difficult to return to a pure body experience. So every morning the person would have to wake up and take pills in order to stay ""healthy"" or skinny again. So i remain with my point that obesity is directly correlated to the fact that some people just have poor genetics that cause them to gain weight, but never lose it. While on the other hand there are people who can go out eat obscene amounts of unhealthy food and then sit on their couches all day and never gain a single pound. So as i said a person's weight is directly related to their genetics."	PRO	17
S636669d7-A6a282c9d	Parents Should be Blamed for Their Child's Obesity	YEAH IM KNEW TO THIS WHOLE DEBATE THING..... OKAY MY OPPONENT SAID that diseases were out of the debate but the fact that obesity IS a DISEASE so how can we leave disease out of the entire thing?!?!?!?! My opponent killed the main factor of why kids are obese in the first place. Dude in case you didn't know Obesity is a disease!!!!!!!! My opponents argument should be completely thrown out because as I have previously stated OBESITY IS A DISEASE MY OPPONENT FAILED TO RECOGNIZE THAT SO THE CASE IS MINE!!!!!!!!!!!! THANK YOU TO MY OPPONENT AND ALL VOTERS!!!!!!!!!	CON	18
S21e2b85c-A3640d27f	Obesity is not a disease, it's a choice.	There are many definitions. However, we must have an agreed upon meaning of the resolution to debate. I believe my definitions are reasonable and encompass the meaning that they are suppossed it. You are also correct in that they don' make either of us right. Itis the way that they are used that wins debates. My opponent claims that people have choices, whether to be healthy or unhealthy. That is very true. She points out that if they make unhealthy choices they will gain weight. This is also very true. However, this does not matter, as this does not mean obesity. Obesity is not being unhealthy, or having fat. Obesity is a medical condition. Obesity is not a choice, it is the result of a series of choices. The result is distinct from the choice. Her claims merely expand upon the nature of becoming obese, they do not refute my points and they are rebutted by the points I have already made. As you did not ask me to waive my final speech, I will not. Good Luck to the Pro.	CON	19
Sa8af0abf-A6fdb1e40	Curb childhood Obesity for USA	"My following evidence has come from: I) ""http://www.mayoclinic.com...; II) ""http://www.whitehouse.gov...; I would like to start off talking about the causes and risk factors of Obesity in children. then on to prevention and how to lower the obesity rate. I) Causes of obesity: "". some genetic and hormonal causes . most excess weight is caused by kids eating too much and exercising too little . Children, unlike adults, need extra nutrients and calories to fuel their growth and development. So if they consume the calories needed for daily activities, growth and metabolism, they add pounds in proportion to their growth. But children who eat more calories than needed gain weight beyond what's required to support their growing bodies."" II) Risk Factors "". DIET -Regular consumption of high-calorie foods, such as fast foods, baked goods and vending machine snacks, contribute to weight gain. High-fat foods are dense in calories. Loading up on soft drinks, candy and desserts also can cause weight gain. Foods and beverages like these are high in sugar and calories. Inactivity. Sedentary kids are more likely to gain weight because they don't burn calories through physical activity. Inactive leisure activities, such as watching television or playing video games, contribute to the problem. . GENETICS -If your child comes from a family of overweight people, he or she may be genetically predisposed to put on excess weight, especially in an environment where high-calorie food is always available and physical activity isn't encouraged. . PSYCHOLOGICAL FACTORS- Some children overeat to cope with problems or to deal with emotions, such as stress or boredom. Their parents may have similar tendencies. Family factors. Most children don't shop for the family's groceries. Indeed, parents are responsible for putting healthy foods in the kitchen at home and leaving unhealthy foods in the store. You can't blame your kids for being attracted to sweet, salty and fatty foods; after all they taste good. But you can control much of their access to these foods, especially at home. . SOCIOECONOMIC FACTORS -Children from low-income backgrounds are at greater risk of becoming obese. Poverty and obesity often go hand in hand because low-income parents may lack the time and resources to make healthy eating and exercise a family priority."" III) ""Childhood obesity is a costly problem for the country. It puts stress on American families. The US needs to put on an interesting series of ads encouraging children to exercise. One way for this nation to cope with the issue of obesity is to get people outside -- whether it be through sports or hiking or conservation. We should encourage parents to encourage their children to participate in the great outdoors. Healthy diet choices should also be discussed. That is one great way to get people outside."""	PRO	20
Se8fec7bb-Ab670eadf	Junk Food Can Cause Obesity	The rate of obesity in the United States has risen dramatically. According to the CDC, more than one third of the population is considered obese. The rate of obesity is similar among children to the rate of obesity in the general population. Many more people are not obese but overweight. According to USAToday, around two thirds of the population is overweight. According to ScienceDaily, even moderate obesity can substantially shorten life expectancy. Over consumption of junk foods is a major contributing factor in the obesity epidemic. Many junk foods are extremely high in calories, and it’s easy for a person to exceed the recommended number of calories when they eat junk foods. Banning junk food in schools would reduce the amount of junk food that kids eat. Furthermore, some schools have already taken this step.	PRO	21
Sd4a2b65c-A615248e6	Smoking is as bad a Obesity	Yes you have, you have stated equall pro's in each!!! I believe obesity is worse because you become fat as well as several diseases such as Tiredness, endometrial cancer etc. Evidence: http://www.mindbiz.com.au...	CON	22
Sd4a2b65c-Ada40ad8e	Smoking is as bad a Obesity	"""Yes but smoking also causes lung cancer and Pregnancy growing slowing down""? Grammar? AGAIN? Obesity and smoking are equal"	CON	23
Sefbdcc9f-A1b4e0639	The ban is ineffective in addressing the problem of obesity.	Of course there is no such thing as a silver bullet solution to a problem as complex as childhood obesity. This ban would need to be part of a bigger push to regulate the fast food industry’s marketing to children and to provide kids and parents with better choices and information. That doesn’t mean the ban has no merit or that it would not play a beneficial role in the fight against obesity.	CON	24
S47553c48-A4394bfa9	Fast Food Advertising and Childhood Obesity	Since the 1970s fast food advertising and ads targeting children specifically have increased dramatically. At the same time, the instance of obesity has also skyrocketed. It is difficult to deny the link between increased fast food advertising and childhood obesity. According to the Kaiser Family Foundation, approximately 50 percent of ads children are exposed to are food related. Of these none are for fruits, vegetables, or other healthy choices. Children are exposed to nearly 21 advertisements per day, and of these only one every two to three days is a public service announcement for healthier eating. Studies by the American Psychological Association show advertisers spend more than twelve billion dollars per year on ads targeting children. If these were not particularly effective, this would be a very poor investment from the food industry. To investigate this trend, the Task Force on Advertising and Children was formed. Their research shows children’s product preference begins with a single commercial viewing. Additional viewing serves to further strengthen the child’s preference for a particular product. The American Psychological Association further notes a great deal of research shows eating unhealthy fast foods and excluding healthy alternatives leads to obesity and overall poor health. The trend has been reported on repeatedly. Dr. Victor Strasburger recently told Reuters news agency, “Just by banning ads for fast food, one study says we could decrease obesity and overweight by 17 percent.” That reduction in childhood obesity alone should be enough to ban fast food advertising.	PRO	25
S636669d7-A5b3d0e8d	Parents Should be Blamed for Their Child's Obesity	"""And I know you said we aren't debating with diseases and stuff"" Then why bring it up? I clearly stated in my opening statement that we are not debating about diseases and such, but food consumption. Therefore, for everything mentioned about diseases, I will call it out as invalid. ""And how can kids play outside when they have homework!?!?!?!?!"" How do people do extra curricular activites? Homework, on average, takes up thirty minutes to two hours for an elementary school, and perhaps one hour to two hours for gifted. Most schools release children from school around 3:00. This leaves them with four hours at the LEAST with the maximum amount of homework. ""And how can parents urge their kids to play outside or whatever when their busy buying food thats not good for their kids as you previously stated!!!!"" Parents do not spend their lives in grocery stores; they could at least mention excersize OR allow them to do extracurricular activities after school. However, when parents notice that their child is obese, they should at least try to change their lifestyle a bit, because a family's lifestyle really does make a difference for a child's weight. Who directs the family's way of life? The parents. ""Where I go to school there is alot to be tackled"" Based on your profile, it says that you are in highschool. Highschool is VERY different than elementary school in the amount of work and such people get. Parents are at fault for their child's obesity because they buy the food. They are in charge of what their children do, and they lead the lifestyle of their children. Children need excerize and healthy food. Parents are responsible for both areas. Lack of these things will cause obesity. Parents have control over this, and can stop it. Children's schools are not guilty, because the majority are changing their menu to stop the rapid growth rate of obesity. Fast food places do hold a bit of the blame, but like my opponent has said before, ""its not like they're shoving food down the kid's throats"". My opponent has failed to prove any clear points as to why parents should NOT be blamed for obesity; he has only provided counter-arguments. Hopefully he will state many points in the final round."	PRO	26
S1e7f4ed8-A703d7f7b	A tax is not an effective instrument to fight obesity	Though one might be inclined to agree with the statement, that a fat tax on its own would be insufficient to solve the problem of rising obesity, it is also simply not the case. There are numerous educational campaigns underway, from celebrity chef Jamie Oliver’s school dinners to the first ladies ‘Let’s move’ that are effectively targeting that aspect of the fight against obesity. What is needed to balance these is tangible action by the government that is able to underwrite and solidify what these campaigns are saying. In short, to help our society practice what we preach.	CON	27
