id	conclusion	premises	stance	rank
Sfcb35149-A68b1495c	The Earth is irrefutably flat	Thank you for asking for clarification, your goal is to prove that the common flat-earther model of Earth is accurate If the photo decides it will show up, something along those lines is the model you should be proving true. I have discovered that most flat-earthers believe in the geocentric model as well, and while it is not part of the debate if you are a *true* flat-earther I will debate any of those notions. Your main objective is to basically disprove a round-earth and prove a flat-earth model in case the site doesn't add my photo http://media.gizmodo.co.uk...	CON	11
Sfcb35149-A49221b60	The Earth is irrefutably flat	I will be contending that the earth is indeed a sphere, and my opponent will be against that notion.	CON	12
Sfcb35149-A98c4e1cb	The Earth is irrefutably flat	Though while the earth is realistically perceived as of spherical shape (not a perfect sphere), this rests on certain normative assumptions about the objective world which can be refuted and which I will be refuting in subsequent rounds. What you have implicitly set out for me to do is twofold: 1) to argue that our planet Earth is not of spherical shape, and 2) to argue that it is in fact flat. As such, I will need to clarify over what is sufficient to calling something 'flat': if, say, we could conceive the world of being on a programme on a computer disk, could we then say that it is flat because it's real form is flat? Or, would the qualitative experience we have of the world as not flat overrule this possibility? This again is not my contention, but merely an illustration over a need to particularly define the adjective, 'flat', and that which it describes precisely (which I'll charitably let you do).	PRO	13
Saac15ba6-A47a2aa57	The earth is flat.	The rules are simple. My opponent accepts the challenge in round one, and presents ONE of his strongest arguments in favour of the flat earth. Round two is where I present my opening argument, and in which my opponent attempts to rebut it. In round three, I will present my rebuttal for my opponent's strongest argument, and my opponent presents him counter-rebuttal for my refutation. Round four is where I present my counter-rebuttal for my opponent's refutation, and since round one is more or less forfeited by me (a round of nothing but formalities, unlike what I am requesting my opponent to do in it), it is mandatory that he forfeits the last round, so that we both get an equal amount of space for the debate. Alternatively, he could simply accept the challenge in the first round; and the remaining rounds would go as commonly accepted (R2 - arguments (again, ONE for each side), R3 - refutations, R4 counter-rebuttals and closing remarks). No new arguments are to be presented after the second round. No external sources are to be allowed, unless for information alone (i.e. the argument cannot be posted as a source).	CON	14
Sfcb35149-A6e77a869	The Earth is irrefutably flat	What? You wanted someone to argue medieval Catholicism? That's absurd -- why would you want that? Rebuttal Point 1: As science uses the inductive model (including in determining the shape of the planet), there's no irrefutable proofs about anything. There's only degrees of likelihood relative to models of verification we have construed. Ergo, if all we are seeking is irrefutable proof, this too dismisses the possibility that (1) the Earth is irrefutably spherical--it's only unimaginably likely to be so. Point 2: Simulation Theory doesn't have to entail cosmic designers, a 'they', and additionally a condensed space would be the most likely hardware given the breakdown of spaitality (e.g. in non-localisation). And, even if the form of such technology might not be flat, the specific hardware the Earth resides on would likely be--like on a cosmic circuit-board within the technology. Unless you can conceive of another type of hardware that could retain information in this way.... http://www2.ph.ed.ac.uk...	PRO	15
Sbcf7c3c3-A12dcec61	Earth is FLATT?!?!?!?!??!!!	"so evrbody ask for proof and i go to find. i ask dadfor bote for chismun and when christlis came i open and sail to NASA. I ask Nasa man ""eart is... falat??"" He scare butt say ""...noo is... not flatn...."" I give himn 5000000 moneys. say he""erth isd flag but donut tell."" i go to biggest tellascoap in of world. I luk for edg of plannet but when i zoom in telespope says ""MMM NONO YOU CANT SEE EEDGE OF HTE ERTH SToP!!!!""prety suspicion i add, but polbably just sumthing inmy eye?? I hire an man to bote me to edge of erth. must find. bote man saysn""its two mouch rain, must go back?.? "" ""NO I sa""id ""must see find edg of erth. i go pastt thu Noth Poll. ""wii mUST be vrey clothes bye nao! !"" suddens, buig lasser beem hit me bote ""O no u dont"" say lazer man ""no can find!"" GASPP! Is... GEORGE LUCAS! ""JORGE LUCAS?!??!?!?!?!?!?!?!?"" I qwestioned very guiestion. ""bu t Y????..?"" ""HAHAHA"" JGeorge say laff ""NO can let YOU see that erth es FLAT!"" ""Y//??"" say i. ""bcuz! if yuu kno erth isis falat, ppl will kno thet STAR WARS planets R NUT REEL!"" get out out litesaberz and start to fite. ""NoW you are VERY RONG"" and zap ligtsab at him.. ""NO CAN BE????;';?"" JOrge DEAD. I bote over to edg and C that erth is flat. and... is on top of GOD""s table?'? GOD"" ask i, ""eryth flat"" ""yess mey child, erth es flat.."" See??? Godt saydtd theyt eorth ies falat, so must B flart. IDIUTS"	PRO	16
Sbcf7c3c3-Aabcf9db3	Earth is FLATT?!?!?!?!??!!!	Wut r U stupd?? Them piccures r ovviously drwn bye crayon. I culd draw beter then thart. NE way, ur too late, bucko. God is SLEEP. God taking NAPP. Wut are I suppozed 2 dooby dooby do??? Jurst owt uf cyureeosity, tho, hoo would u have dinner with?	PRO	17
Sbcf7c3c3-A2f04451d	Earth is FLATT?!?!?!?!??!!!	"Silly bou. You no can tok to GOD bcaus you s go to the HECK PLACE. I talc to Gaud rite now! God, prove thet you is talk to me! ""YES HELLO I EM GOD PLEASE BELIVE"" Yo see? God, tel thisv silly baoy somthig abot him to proof u r godt. ""VANADIUM ES A LONELY BOIY WHO SIT IN BASEMENT DEBATE TWELVE YR OLDS AL DEY, NO HASS SENSE OF IRONY"" Mmmm, yes ver y gud God thak you. You es so rong, it make me laugh, HAHAHAHAHA!!1! Why so scarred, litle boi? Wot es rong... panky poo? btw, I make no grandma tickle error. my granma DEAD. ur mean"	PRO	18
Saac15ba6-A3d6026fe	The earth is flat.	I accept, state you opening argument.	PRO	19
Saac15ba6-Abe1ea535	The earth is flat.	"Good evening, all; without further ado, I will now present my counter-rebuttal. My opponent first claims that the sun is a mere 10 miles above the earth's surface; a demonstrably wrong statement in light of what I am about to explain. Starting with the fact that anyone in a plane, flying higher than 10 miles, can still see the sun way above their line of sight; indicating that it is indeed far higher than only ten miles. Not only that, but if it were to be no more than ten miles high, the total amount of time in which the sun would be in the middle of the sky (for this sake, any higher than 45d above the horizon), would be no longer than 28 seconds, due to speed at which it would be moving (as it does a 62000km journey over 24 hours; or in detail: http://pastebin.com...). This is also problematic for the 100km option, but as I am generous here, that is the lower bound. Due to the possibility of the sun being 10km high being ruled out, we do not need to take much consideration of crepuscular rays; moreover in light of them not supporting the 10km model to begin with. Yes, they may seem angled; but in fact, they are parallel. This is rather simple to demonstrate, as all parallel lines will appear to be angled when perspective is considered (also, there's this: http://eoimages.gsfc.nasa.gov...). That being said, my opponent further tries to present evidence to support his argument instead of addressing the many images I have brought. Both (1) and (3) occur with clouds in the distance; whilst my sources to not. The atmosphere excuse does not apply to any (or most, at least) of my sources. In my sources, the sun is peeking over the horizon, not over a layer of atmosphere. His argument brought with source (4) is irrelevant, as at higher altitudes even he agrees it does not apply (""...where the observer is very close to the ground...""); due to this, I do not even need to address his ""explanation"" about perspective; one that is false in every way possible. Yet I will. When you are above any common wave (a mere twelve feet will do); perspective cannot cause anything below you to rise any higher than the horizon, ever. In perspective, the further away something is, the higher your perspective of it becomes; yet this effect cannot ever cause something to go above or under the horizon, as it will always be above or below your line of sight with it; this can be easily explained using a simple piece of paper, and similarly with mathematics. Did you know that, Edlvjsd? Perspective is based off mathematics! It may seem odd to you, but perspective is simply another name for applied trigonometry; if you refuse to accept the latter, you refuse to accept the former. Mathematics being accurate is simply a fact, else nothing in our daily lives would even begin to work. Planes, infrastructure, anything to do with engineering; it all goes back to simple maths. And as always, I wish you all a good night."	CON	20
Sfcb35149-A3a201877	The Earth is irrefutably flat	Not exactly what I meant but alright. Point A: Lack of evidence There is no irrefutable proof to prove that mankind exists in a simulation, nor is there any evidence to suggest that the technologies they would use would be flat (I.E a spherical shaped super computer)	CON	21
