id	conclusion	premises	stance	rank
S7785529c-A310eceba	Wind energy	All energy sources need back-ups; wind energy is not uniquely bad	PRO	11
S669a08bf-A67d0452b	Nuclear Energy should be the primary alternative energy	"Map: rebuttal then con's case. Clarifications: Nuclear energy: energy derived from nuclear power-plants Primary source: significantly increase of use. Alternative Energy: any energy sources except for coal and oil. 1a) Energy from the wind only cost .2c cents/kWh. This is cheaper than nuclear cost 2 cents per kWh. Therefore, overtime wind turbines are cheaper than nuclear power plants. ""Nuclear energy averages 0.4 euro cents/kWh, much the same as hydro, coal is over 4.0 cents (4.1-7.3), gas ranges 1.3-2.3 cents and only wind shows up better than nuclear, at 0.1-0.2 cents/kWh average. NB these are the external costs only.""(http://www.world-nuclear.org...) 1b) The cost to clean up an accident is tremendous on the taxpayers. And if we are to use nuclear more we are increasing the risk of an accident. ""A serious nuclear accident could cost more than $600 billion in 2004 dollars[2] - taxpayers would be responsible for covering the vast majority of that sum."" 2) Nuclear power-plant must be built near a large source of water to cool the system. This not only disrupts the ecosystem by changing water temperature but also there is a chance of a radiation leakage into the water, thus contaminating the source and the consumers. ""High risks: Despite a generally high security standard, accidents can still happen. It is technically impossible to build a plant with 100% security. A small probability of failure will always last. The consequences of an accident would be absolutely devastating both for human being as for the nature (see here , here or here ). The more nuclear power plants (and nuclear waste storage shelters) are built, the higher is the probability of a disastrous failure somewhere in the world.""-(TimeForChange.org) 3) Nuclear is not a green energy. Over time of extensive use of nuclear will produce steam (energy), steam will then steady increase global warming. Recyclable nuclear byproducts are currently under experiments, not only that but it is cheaper to buy new sources than to recycle nuclear waste. Nuclear mining and enrichment is dangerous to the environment through mutation. Nuclear reactors do not use only a few grams of uranium, they use by the ton. If reactors were to use only a few grams, we would not be fussing over waste disposal. 4) The US has excess unused land, especially in the desert. Solar panels and wind turbines would be perfect here. a) Wind turbines: cheapest, more reliable, very efficient, low maintenance rate, low accidental rate, and low maintenance cost. http://www.greenleft.org.au... b) Solar panels: cheaper, low maintenance rate, and low accidental rate. http://www.inhabitat.com... c) Hydro electric power is crucial to the ecosystem and to humans in energy, drinking water, and recreational. ""There are many dams along the Colorado River, but not all of them produce electricity. In fact, the main reason the Hoover Dam was built and is operating today is not for its electricity production. The Hoover Dam and the other 50+ dams help control the Colorado River. That is, they control floods, irrigate crops, supply drinking water, make places for recreation, create habitat for wildlife, and generate electricity. Lake Mead, located behind the wall at Hoover Dam is the most important part of the Dam. It is the biggest man-made lake in the United States and provides drinking water to Los Angeles, San Diego, and Phoenix. Las Vegas gets almost all of its water from Lake Mead. While the electricity that Hoover Dam generates is important, living out here in the desert would be impossible without the flowing water of the Colorado River.""-(http://www.eia.doe.gov...) Con's case: 1) Nuclear waste is costly and harmful. It take at least 10,000 years for uranium to be a bit safe. Maintaining these waste disposal is costly. Over 10,000 years? Overtime the cost will outweigh its benefits. 2) Dismantling a nuclear plant is very costly, more than solar panels and wind turbines. 3) Nuclear terrorism involving the waste are high and risky. Increasing usage would produce more waste and thus increasing the chances of nuclear waste being stolen and use as weapons known as the dirty bomb. ""A direct hit by a penetrating 1,000-pound explosive (or equivalent) would likely inflict damage that would disperse tons of radioactive material. ""Destruction of the main feed pump or steam lines,"" says David Rossin, a nuclear expert at Stanford's Center for International Security and Cooperation, ""could create problems of decay heat and produce the release of fission products."" Perhaps the most vulnerable nuclear material is in the spent fuel storage pool, according to Rossin, where unloaded core material does not have the same degree of protection as does the reactor core"" 4) Uranium is not renewable. Within 30-50 years at this rate we would run out of uranium from mines. Not to mention all the nuclear waste produced. For the reasons above nuclear energy should not be the primary alternative energy."	CON	12
S2aa5711e-Ae1953d92	We should invest in alternative sources of energy	"I thank my opponent for specifying which alternative energies should be used. As I understand it, my opponent proposes to use a combination of: 1) Solar 2) Wind and 3) Hydropower in order to stabilize Earth and the United States economy. I would like to spend the bulk of this speech focusing on the effects the aforementioned alternative energies have on the economy. First, I'll start with solar: 1) Silicon prices are skyrocketing [1] (This cost will undoubtedly be passed on to the consumer) 2) Solar costs 25 cents a kilowatt hour [2] {ctrl f ""25 cents""} 3) Coal costs 1.75 cents a kilowatt hour [3] {ctrl f ""1.75""} I apologize for the lengthy articles, but they do contain relevant information considering price. I take a break here to crystalize the above information. Currently, solar costs 25 cents per kWh vs coal at 1.75 cents. When you do the math, solar is roughly 14x more expensive than coal. What this means for consumers is that if we use solar, energy bills will increase fourteen fold! When you apply this across the entire nation, our economy simply can't handle it. It means America would be paying fourteen times more every single year. Solar also has some negative effects as it is, but I won't go into that unless my opponent would like me to. This debate has a focus on the economy and so that is what I'm debating. When we look at wind energy, we find that 1) To use wind energy, we'd have to increase fossil fuel use. To create enough wind energy, that's 25x current world peak production [4] {ctrl+f ""100""} 2) Wind turbines can't power the U.S, they have to be supplemented [5] {ctrl+f ""anywhere""} 3) Resource shortages are driving up the cost. [6] {ctrl+f ""shortage""} This cost will be passed on to consumers. Analytically, this shortage also means that wind energy can't be used as expansively as it would need to be, not to mention it can't power the U.S. anyway. 4) Wind costs 7 cents a kWh [7] Wind is 4 times more expensive than coal... energy bills are still increasing, exactly the opposite of what America needs right now. Again, I apologize for the long articles. Feel free to read them if you want to, but searching for the words/numbers in quotes will get you the information I'd like you to pull out of it. Wind, as shown above, can't help the U.S. Not only is it more expensive, but it's getting more expensive as the disparity of resources grows greater. The last form, hydropower, has several sub-sects. Two general sub-sects are hydroelectric (primarily though dams) and hydrokinetics (primarily without dams) Both are refuted below, and I'd like my opponent to specify which form was intended for debate, if there was a conscience decision between the two. Starting with hydroelectric: 1) Dams require a huge amount of capital. [8] Definitely not what our economy needs right now 2) Hydroelectric is incredibly inefficient [9] Hydroelectric would require enormous amounts of money to get a project up and running, and would then be more expensive because the energy output is unacceptably low, meaning it takes more land, and therefore more money, to get the same amount of power. And then moving to hydrokinetics: 1) Ocean pressure creates a challenge. [10] 2) Ocean power won't be significant for decades. [11] {ctrl+f ""contribution""} 3) Wave energy is too intermittent [12] All of this means that hydrokinetic energy is years away because of technological difficulties, and monetary setbacks, and even if it does enter mainstream society, it's too unpredictable to even get a feel for how much energy will be produced. When you look at the three sources of energy my opponent wishes to see in society, they are all expensive: initially, in use, or both. With the amount of damage our suffering economy has right now, we can't afford this. The money to do this would have to be borrowed, which only adds to the national debt [13] because we have to pay it back PLUS interest. Not a good deal for anyone to say the least. I'd like to thank my opponent once again, as well at the readers and judges. I'm sorry for the long post, but there was a lot of information that needed to be presented on these energies. I tried to make things as easy as possible, but with 13 sources, that can be rather difficult. I also apologize if you go on overload from reading this and the sources; I know I have a headache just from typing it. I look forward to the response from my opponent... SOURCES [1] http://www.planetark.com... [2] http://www.investmentu.com... [3] http://www.marketwatch.com... [4] http://www.zmag.org... [5] http://weblogs.baltimoresun.com... [6] http://www.windaction.org... [7] http://www.informationweek.com... [8] http://sierraclubca.blogspot.com... [9] http://www.guardian.co.uk... [10] http://www.peopleandplanet.net... [11] http://www.cera.com... [12] http://www.usnews.com... [13] http://www.brillig.com..."	CON	13
S7785529c-Aeb1b557b	Wind energy	Clean sources can back-up wind energy down-times.	PRO	14
S7785529c-A29f9773	Wind energy	Wind energy is abundant and can supply massive quantities of energy.	PRO	15
S63114415-A164dd4cb	Solar and Wind Power plant should replace Thermal Power Plant	"I will do my best to keep this interesting even though I am a newbie to this website as well as having average knowledge in this field. My contention will not deal with specifics but energy in general, in addition to refuting my opponent's arguments and proposing an alternate resolution. Take note: I am trying to post a picture,forgive me as I am new, if the picture did not show up or it turns into zombie text instead. http://technologygreenenergy.blogspot.com...; src=""../../../photos/albums/1/4/3520/141496-3520-nfg75-a.jpg"" alt=""Source:http://technologygreenenergy.blogspot.com...; /> Source:http://technologygreenenergy.blogspot.com... Renewable energy supplies the world around 7% on average, This includes all renewable resources but with only solar and wind, the figure will be significantly less. With a ratio of 1:10, to convert to a complete consumption of renewable resources is inadvisable, especially in its current state. The reasons are outlined below. I propose the following... Co-Generation as an alternative(1) Instead of replacing, which is what Pro is trying to advocate, it is better to consider Co-generation rather than hunting down thermal power plants. Thermal power plants are governed by the law of thermodynamics, such plants produces enormous heat as waste products.The implementation of Co-generation in thermal plants is used to deal with the excess heat and convert it into energy. With Co-generation, the energy efficiency can be increased to a further 80% as a result instead of the flimsy 33% as what was offered by Pro With energy doubling, it is very easy to meet current energy demands. For us to meet the current energy demand is very important as our lives are highly dependant on electricity. What we use everyday, from cars to dish washers, require electricity. Since the priority of human being is to survive at the expense of other species, We have no choice but to use thermal power plants regardless of the issue of global warming The International Energy Agency, acknowledged co-generation as a viable alternative. "" One technology by itself will not bring about the dramatic changes that are needed to resolutely reform the energy system. Co-generation and renewable, both low-carbon solutions, will be part of the SOLUTION.""(2) Its nice to see your originality pro, but IEA's proposed alternative is very powerful. We have to be realistic in order to change our world The Current Crisis of Renewable energy The adoption of such 'green' technology have garnered lots of negative feedback. Wind turbines are said to produce noise pollution that will likely cause health problems(3). Migraines will start kicking in at the sound of these dreadful turbines(3). Forests are destroyed for the sake of these giant unearthly machines. Over 3,500 acres to be exact(4) while it manages to power 140,000 homes(5) only, out of 5 billion inhabitants on this planet. Moreover, It produces only 7% of the world's energy. Though renewable, its harms weigh more than its benefits. The energy output is not worth it. Who is to justify the millions of species extinct in the blink of an eye? We’ve only scratched 14% of earth's species (6). There's bound to be some extinction when you cut over 3,500 acres.I have no contentions with green energy, but at its current rate, it is disastrously inefficient and too risky. For the sake of fairness as Pro could not refute my contention since he went first, I will hold my rebuttals and additional arguments until the next round. Thank You Sources (1)http://en.wikipedia.org... (2)http://www.iea.org... Pg 8 (3)http://www.naturalnews.com... (4)http://www.slate.com... (5)http://www.nytimes.com... (6)http://news.nationalgeographic.com..."	CON	16
S7785529c-Aa6507f94	Wind energy	Wind energy is free.	PRO	17
S7785529c-A3ce7a98c	Wind energy	Wind energy survives because it is heavily subsidized	CON	18
S7785529c-A355581a0	Wind energy	Negative effects of wind energy on birds can be minimized	PRO	19
S7785529c-Afe1b829b	Wind energy	Wind energy comes naturally from the environment.	PRO	20
S7785529c-A2f50f058	Wind energy	Wind energy obscures radar, a threat to national security	CON	21
S7785529c-A2cd5ec62	Wind energy	The focus should be on saving energy, not producing more by wind	CON	22
S7785529c-Ad4f473f5	Wind energy	Wind energy hedges against volatile oil prices	PRO	23
S7785529c-A3112fb49	Wind energy	Wind is an inexhaustible, renewable energy resource.	PRO	24
S7785529c-Aa17f2494	Wind energy	Wind energy is new and is advancing rapidly in its competitiveness.	PRO	25
S7785529c-Aa9e66ee4	Wind energy	The wind energy industry creates jobs.	PRO	26
S7785529c-A3a6af1da	Wind energy	Wind energy does not require water.	PRO	27
S7785529c-Aa2b3708a	Wind energy	Wind energy production is inconsistent relative to demand	CON	28
S7785529c-Aaf44e0c2	Wind energy	Wind energy surges can strain electricity grids	CON	29
S7785529c-Abd813f45	Wind energy	Wind energy is a cost-ineffective way to fight global warming	CON	30
S7785529c-A92ec6d76	Wind energy	Wind energy, constrained by electric grid, can't help global warming	CON	31
S7785529c-Aed3d5ace	Wind energy	Carbon emission greater threat to birds than wind energy	PRO	32
S7785529c-Aaf2474fd	Wind energy	Wind energy production is often too far from demand	CON	33
S7785529c-A2902cd83	Wind energy	Abundant wind energy can displace fossil fuels and slash emissions	PRO	34
S7785529c-A2c5fb058	Wind energy	Ramping wind energy up and down produces mechanical stresses.	CON	35
S7785529c-Aa2bd2353	Wind energy	Wind can't generate enough energy to impact global warming	CON	36
S7785529c-Aa90b8693	Wind energy	Inconsistent wind energy has to be backed-up by fossil fuels	CON	37
S669a08bf-A637efafa	Nuclear Energy should be the primary alternative energy	Nuclear energy should be used as a primary source of energy for many reasons. Costs being one of them. Nuclear energy costs 2 cents per Kilowatt-hour. This is a fraction compared to the other sources of energy. Oil being 18 cents Per KWh and gas being around 8 cents Per kWh. Over time nuclear energy proves to be much less expensive and more practical. Safety might be more of the controversial subjects when it comes to nuclear power. The problem is when fission occurs it is very difficult to stop. With today's technology the chance of a melt down is around .00026% for the average reactor life. If that meltdown is to occur it would be contained. All modern reactors have a containment building. A large dome completely surrounding the reactor. The containment consist of many feet of concrete and are able to withstand a collision with a fully loaded passenger airliner. Nuclear energy is a declared green energy, the nuclear fission produces two byproducts. One being steam and the other nuclear waste. Nuclear waste is safely contained in canisters that do not allow any radiation or leakage of the waste to reach the outside. In other words nuclear waste does not harm the environment in anyway. Also nuclear waste is can be recycled through a reactor as plutonium, this reduces the amount of nuclear waste as a byproduct. Other energies like fossil-fuel energies produce tons of Co2. Coal-fire energy is extremely dangerous to the environment and is harming it now. The strip mining that is needed for coal causes devastation to landscapes. Coal fire plants use tons and tons of coal per day. While nuclear reactors use fuel rods which consume only a few uranium pellets every 30 years. The numbers between the two energies just do not compare. Other alternative energies don't contend with nuclear power when it comes to being used on a large scale. Nuclear power plants take a few hundred acres to produce its typical 1,000 megawatts per hour. To equal one reactor you would need around 2400 turbines and 60,000 acres and of coarse wind is not always blowing. On average, wind turbines are working at full potential 25% of the time. And a nuclear reactor is always producing energy. To be realistic you would have to quadruple the acres and turbines to equal a reactor. So the numbers would be 9,800 turbines and 240,000 acres. To put it another way 240,000 acres is 375 square miles. And the square miles needed for a nuclear reactor is 2 . This is 1/187.5 fraction. For solar panels to match one reactor, the land needed would be around 5,000 acres. And again solar panels only reach peak energy levels 25% of the time. And again you would have to quadruple 5,000 acres. This would be 20,000 acres of land needed to reach 1000 megawatts per hour. This is a 1/15 fraction. Hydro electric power is just plain unfriendly to the environment. On one side of a dam a river is made much more shallow. The other side of the dam a reservoir is created and thousands of acres of land is flooded, forcing the natural habitat out. Clearly, by the evidence that I have given there is no reason not to use nuclear energy as a primary energy.	PRO	38
Sf9ecc418-A255473c4	Wind energy production is inconsistent relative to demand	"Mark Landler. ""Sweden Turns to a Promising Power Source, With Flaws"". New York Times. November 23, 2007 - ""Sweden’s gleaming wind park is entering service at a time when wind energy is coming under sharper scrutiny, not just from hostile neighbors, who complain that the towers are a blot on the landscape, but from energy experts who question its reliability as a source of power. For starters, the wind does not blow all the time. When it does, it does not necessarily do so during periods of high demand for electricity. That makes wind a shaky replacement for more dependable, if polluting, energy sources like oil, coal and natural gas."""	PRO	39
S7785529c-Abc6bc614	The focus should be on saving energy, not producing more by wind	"Eric Rosenbloom. ""A Problem With Wind Power"". 5 Sept. 2006 - ""It is wise to diversify the sources of our energy. But the money and legislative effort invested in large-scale wind generation could be spent much more effectively to achieve the goal of reducing our use of fossil and nuclear fuels. As an example, Country Guardian calculates that for the U.K. government subsidy towards the construction of one wind turbine, they could insulate the roofs of almost 500 houses that need it and save in two years the amount of energy the wind turbine might produce over its lifetime. Country Guardian also calculates that if every light bulb in the U.K. were switched to a more efficient one, the country could shut down an entire power plant—some-thing even Denmark, with wind producing as much as 20% of their electricity, is not able to do."""	PRO	40
S7ae7b591-Ae3806dbd	Wind energy provides for price stability in the long-term, wind will be with us for the duration	The difficulty with wind energy is not whether it will be here in 500 years, it’s whether it will be here next Tuesday. Relying as a long term prospect on something so unreliable is simply building fallibility into the future. A short term reliance on wind would be risky enough, building it in for the long term would be incredibly dangerous. This is particularly true in countries where the weather is considerably less reliable that it is in Europe. Not only does wind face the risk of a shortfall but it also risks surges to the network at times of high wind. Denmark which pioneered wind energy in Europe, and remains the largest producer, is compelled to export much of that energy to Norway and Sweden because production frequently outstrips demand. That’s fine if one nation in the region is relying on the technology; if everyone is then the capacity simply isn’t there[i]. [i] Mark Landler. “Sweden turns to a promising power source, with flaws.” New York Times. 23 November 2007.	CON	41
