	id	conclusion	premises	stance	rank
31	S9db43fbd-A9318759c	Museum charges can be offset by government funding	The contributions of government funding have been shown to be capable of sustaining the costs of a museum, preventing those costs being passed on to the public in the form of admissions charges. The examples of the British Labour government funding national museums has been noted above. The National Museum of the American Indian in Washington was set up partially with government funding and partially with private funds, ensuring it has remained free since its opening in 2004 (Democracy Now, 2004). In 2011, China also announced that from 2012 all of its national museums would become publicly-funded and cease charging admissions fees (Zhu & Guo, 2011	PRO	32
32	S1c5a0821-A732ebd52	Television is not an adequate substitute for widely accessible museums. At a museum a visitor can c…	Television is not an adequate substitute for widely accessible museums. At a museum a visitor can choose what to see and for how long they wish to study it; television is a much more passive medium making the viewer dependent upon the interests and interpretation of the producer – it is likely to present sensationalist and controversial material in a bid for ratings, for example. Nor can a two-dimensional medium compare to viewing an object, even a flat painting, from many different angles, or even handling it, in a museum.	PRO	33
33	S9eecda22-Af7507cfb	Artefacts should be made accessible to the largest possible number of visitors	Art treasures should be accessible to the greatest number of people and to scholars, because only then can the educational potential of these artefacts be realised. In response to a question about whether museums have any social responsibility, Richard Armstrong, director at the Guggenheim, said “Absolutely, it began with the French Revolution. It is the more than a 200-year-old quest to have the most powerful cultural artefacts available to the greatest number of people. One could say it is the project of democratizing beauty”[1]. In practice this means retaining them in the great museums of the world. Further some of the world great museums, such as those in Britain and the Smithsonian in Washington D.C. are free of charge. [1] Boudin, Claudia, ‘Richard Armstrong on the Future of the Solomon R Guggenheim Foundation’, 4th November 2008. 	PRO	34
34	S9db43fbd-Acc966ddf	Museum charges can be offset by government funding	Museums charges cannot be offset by governments without using taxpayers money to subsidize the activities of only a portion of the population. As such, the actual costs of the museums are passed onto the population in the form of tax, rather than admissions charges. This way however, all of the population is charged, instead of purely those whom utilize museums. 	CON	35
35	S9db43fbd-A2c259f0d	State funding should be used elsewhere	Education is not just in schools, parents also have an important role in broadening their children’s cultural horizons through museum visits, among other forms of creative and intellectual stimulus. Children may have free entry at many museums, but parents are often charged high prices, deterring family visits, especially from the poor and from those families who do not prize education so highly. Again, this is an equal opportunity issue, being one of the reasons why middle-class children outperform their less-privileged peers academically.	CON	36
36	S97e5bdce-A64c3bac0	CMV: statues of bad people should not be destroyed	"I am of the opinion that statues of bad people, or people, who by today's moral standards, did bad things should not be destroyed and that people who do so should be charged with vandalism.
Too often do I see the reasoning that it is because the bad things happened to my ancestors I have the right to destroy this. Surely it is better to take the high ground and go through the proper channels?

I feel like I should add that I believe the monuments to these people should be taken down, but put into museums as a stark reminder of the evils people can commit, as those who who forget history are doomed to repeat it. 

Apologies for spelling/grammar or formatting. English isn't my first language."	PRO	37
37	S1c5a0821-A7290e013	Television is not an adequate substitute for widely accessible museums. At a museum a visitor can c…	Today television plays a much greater role in transmitting our cultural heritage and a sense of national identity. Usually free to the viewer, it reaches into almost every home, both rich and poor. Most countries recognise television’s power by giving broadcasters a duty to include cultural and educational programming. It is a far more effective way of reaching a mass public than expensively subsidising every museum on the off-chance that people will enthusiastically flock to them. Often, inspirational television programmes will increase the popularity of relevant museum exhibits – for example, Britain’s Natural History museum saw greatly increased attendances after the BBC’s Walking with Dinosaurs series.	CON	38
38	S9db43fbd-A6dfd7e6f	State funding should be used elsewhere	Clearly this is a question of balance, as the government cannot afford to fund every activity of possible value, especially given the social and economic costs of increased taxation. It is reasonable for governments to focus their attention upon schools and higher education in an attempt to provide more equality of opportunity. A MORI poll in 2002 found that though visitor numbers to museums had increased, the profile of a typical museum was still the same; the same people were simply going more often  (Martin, 2003, p.4). Funding the middle-class’ museum habit is not a worthwhile taxpayer cause. In any case, there are alternatives to state funding in the private sector – today many companies or private patrons sponsor museum exhibitions, acquisitions and new building work. This philanthropy is linked to a desire to make a difference, so it is unlikely to be strong when the government is seen as the source of all funding – it is most advanced in the USA for example, where government funding is very limited compared to other developed countries.	PRO	39
39	S9eecda22-A6e1f907f	return cultural property residing in museums to its place of origin	Artefacts should be made accessible to the largest possible number of visitors	CON	40
40	S9eecda22-A3780bf36	return cultural property residing in museums to its place of origin	Retaining artefacts is a relic of imperialist attitudes to non-occidental cultures	PRO	41
41	S9eecda22-Ad6ab814c	return cultural property residing in museums to its place of origin	Scholars will have better access to artefacts, and more opportunities for study and collaboration, if they are stored in the west	CON	42
42	S9eecda22-A8696a2ac	return cultural property residing in museums to its place of origin	In many cases, returning an artefact may prove to be unreasonably expensive	CON	43
43	S9eecda22-Ab9f79a7c	return cultural property residing in museums to its place of origin	The historical significance of artefacts extends beyond their culture of origin	CON	44
44	S9eecda22-Ac7be8e73	return cultural property residing in museums to its place of origin	Cultural artefacts are enriched when displayed in the context from which they originated	PRO	45
45	S9eecda22-Ac1b647f3	return cultural property residing in museums to its place of origin	Developing countries are able to guard and preserve their own cultural treasures	PRO	46
46	S9eecda22-A8568f1ae	Many artefacts resting in western museums were acquired illegally. Western states have a duty to retain them.	Artefacts were often acquired illegally. Elgin, for instance, appropriated the Parthenon Marbles from the Ottoman authorities who had invaded Greece and were arguably not the rightful owners of the site; he took advantage of political turmoil to pillage these ancient statues. Doubt has even been cast on the legality of the 1801 document which purportedly gave Elgin permission to remove the marbles[1]. The Axum obelisk was seized from Ethiopia by Mussolini as a trophy of war; fortunately the injustice of this action has since been recognised and the obelisk was restored to its rightful place in 2005[2]. UNESCO regulations initially required the return of artefacts removed from their country of origin after 1970,when the treaty came into force, but did not deal with any appropriations before this date due to deadlock in the negotiations for the framing of the convention that prevented inclusion of earlier removals. . However, the 1995 UNIDROIT Convention on Stolen or Illegally Exported Cultural Objects essentially removes the ambiguity about time limitations of UNESCO’s 1970 convention. Here, nations are required, in all cases, to return cultural artefacts to their countries of origin if those items were once stolen or removed illegally[3]. International law is thus on the side of returning artefacts.  [1]  Rudenstine, David, 'Did Elgin cheat at marbles?' Nation, Vol. 270, Issue 21, 25 May 2000. [2] BBC News, ‘Who should own historic artefacts?’, 26th April 2005,     [3] Odor, ‘The Return of Cultural Artefacts to Countries of Origin’.  	PRO	47
47	S56691e32-Abb279da2	Professional sports stadiums should be privately funded and owned.	"Today, Thanksgiving Day, November 26, 2009, let us return to the proposition: RESOLVED, that private investors, not the Minnesota taxpayer, should build a new stadium for the Minnesota Vikings. I oppose a tax subsidy to build a stadium for the following reasons: 1. The U.S. is in an economic recession which probably will persist for a few more years at least. The rising national rate of unemployment now exceeds 10%! http://employeeissues.com... 2. Minnesota's faces a serious budget deficit: ""The state faces a short-term problem — a projected budget deficit of $4.4 billion to $7.2 billion in the next two-year budget period — and a long-term predicament — slow economic growth combined with pressures to spend more for services for an aging population that will be less able and less willing to pay higher taxes. So the next governor is likely to face a fiscal crunch unlike any the state has seen."" http://www.twincities.com... In light of the facts established in 1 and 2 above, an appropriation of millions of dollars for a sports stadium seems unwise. 3. Sources in the article http://www.twincities.com... claim that the Vikings are losing money. Yet, ""Neither the Vikings nor the NFL would discuss the team's financial situation..."" I contend that the Vikings are profitable. To receive any consideration for a public subsidy, the Vikings should demonstrate a serious financial need. The Vikings' owners refuse to open their books. I argue that they want a new stadium not to become profitable, BUT SIMPLY TO EARN MORE PROFIT. The article also states: ""In the NFL, ticket and television revenue is divvied up among the league's 32 teams. The real way to make money is through stadiums — naming rights, premium seating, concessions, parking. That money stays home, but the Metrodome — with 100 luxury suites and no club seating — offers the Vikings little in this way."" Clearly, during this economic recession, to receive any consideration for a public subsidy, the Vikings should open their books to show their current profitability or unprofitability. 4. If private investors in LA can build a stadium to GET the Vikings or another professional sports franchise, then private investors in Minnesota can do likewise to KEEP the Vikings here. I quote from the article: ""The man behind the new effort is real estate developer Ed Roski. He's ready to break ground on a 70,000-seat stadium in Industry, Calif., with Gov. Arnold Schwarzenegger's approval and a list of teams they expect will be interested in relocating."" ""The $800 million Los Angeles stadium is purported to be privately financed, though necessary infrastructure improvements are expected to be passed on to taxpayers. Schwarzenegger signed an environmental exception for the site to get the project off the ground. All it needs is a team. ""This is a viable project,"" NFL spokesman Brian McCarthy said."" 5. Two professional sports teams, The Minneapolis Lakers and the Minnesota North Stars, left the state in years past for greener pastures. The state endured. In due course, they were replaced by the Minnesota Timberwolves and the Minnesota Wild. If the Vikings do move to the greener pastures in LA or elsewhere, the state will endure. 6. The Vikings franchise is a privately owned business enterprise. Con errs when he fails to distinguish a private business enterprise from ESSENTIAL PUBLIC FUNCTIONS, some of which he mentions: ""I would like my opponent to take a look at other subsidizations that benefit the people. Firefighters, police force, public libraries, museums, public beaches, etc. Public beaches are an excellent example of an positive externality that should be subsidized."" I agree that these functions should be subsidized. These public services, and I would add public schools and public health programs, should be adequately funded (NO BUDGET REDUCTIONS; NO EMPLOYEE LAYOFFS) - BEFORE A SUBSIDY FOR A SPORTS TEAM IS EVEN CONSIDERED. In a serious economic recession, it is self-evident that public money should be appropriated for essential public services, not to subsidize private profit-making enterprises. Finally, I will simply note that Con has not really addressed my criticism of his use of the concepts of positive and negative externalities. My criticism basically is that the concepts are unlimited. In other words, Con has not articulated any limits on either public subsidies or public taxes. In closing, I respectfully the voters to carefully read the following article before voting. http://www.twincities.com... The choice seems to be tax money going to either (a) the wealthy owners of the Vikings or to (b) cops, firefighters, teachers, librarians, etc. A consideration of prudence in public expenditures should guide your vote in this debate. I love watching the Vikings and would hate to see them leave Minnesota. But the history of professional sports in Minnesota suggests that we can survive their departure, if, indeed, that does happen. Rest assured though, that I'll root for Bret and the boys wherever they play. Tom"	PRO	48
48	S56691e32-A677489ca	Professional sports stadiums should be privately funded and owned.	"I would like to thank my opponent for his excellent argument and hope to have a great debate with him. I would also like to thank him for structuring his debate in such an organized manner as it makes it easier and provides a much better debate. Public investors should partially pay for a new stadium for their pro sports team. To many this question seems absolutely baffling why any public money should be thrown after private. Normally I'm very against subsidies. However when the thing receiving the subsidy is a positive externality my attitude changes completely. DEFINTIONS Externality - An effect on a third party (usually the community as a whole) that is not directly involved in business transaction. Positive - something that benefits the community as a whole Negative - something that hurts the community as a whole Let me give you an example. Suppose you have a fireworks display at your local town. And let's suppose that your town only charges people who pay to sit in a grassy field nearby. So naturally more than half the town decides to sit a little farther away on hill where they have to pay no money to see the display. These are called free riders because they are essentially receiving a good for which they do not pay for. In these type of situations it is often impossible to make the free riders pay up unless you tax them. In this analogy the people with a front row seat are the ones paying. The businesses that receive more customers due to the increased amount of people in the city (which creates more jobs for the citizens) and the citizens who have higher property value due to the increased jobs in their city and its higher desirability from the stadium are the free riders, the stadium is the fireworks display. Essentially the NFL does a study of how much economic benefit their stadium produces, presents it to the congressmen, asks for 2/3 of that value or 1/2 giving the citizens a 50% value and the lawmakers decide that it benefits the citizens as a whole so they pay for it. So as you can see it benefits the citizens economically to pay for a certain percentage of it because of the economic impact it produces. Without the citizens paying for a certain amount of it, the stadium could easily move to another city that would better appreciate its economic impact. When asked why public funds should finance private facilities for professional sports, supporters cite economics. Football Northwest, Allen's group advocating a new stadium, notes, ""Even if you aren't a football fan, the high level of economic activity generated by the Seahawks does affect you. Because of the revenues generated by professional football--$5.4 million are contributed to the local and state general funds--everyone benefits. The Seahawks' total annual economic impact in Washington state is $129 million. In King County alone, the Seahawks generate $103 million per year."" SOURCES: http://www.washington.edu... This is why the taxpayer should partially pay for the the new stadium, because doing so economically benefits them beyond the cost of the stadium."	CON	49
49	S9eecda22-A713f1b0a	Many artefacts resting in western museums were acquired illegally. Western states have a duty to retain them.	Although some treasures may have been acquired illegally, the evidence for this is often ambiguous. Experts agree that Greece could mount no court case because Elgin was granted permission by what was then Greece's ruling government. Lord Elgin’s bribes were the common way of facilitating any business in the Ottoman Empire, and do not undermine Britain’s solid legal claim to the Parthenon marbles, based upon a written contract made by the internationally-recognised authorities in Athens at the time. The veracity of the document can never be fully dismissed as it is a translation. And while some Benin bronzes were undoubtedly looted, other “colonial trophies” were freely sold to the imperial powers, indeed some were made specifically for the European market.	CON	50
50	S56691e32-A84957fb5	Professional sports stadiums should be privately funded and owned.	"I would like to thank for Pro's excellent rebuttal of my contentions. 1. Pro's entire argument is based upon the assumption that government influence is malicious and isn't in the best interest of the people. An argument which he provides no support for. I would like my opponent to take a look at other subsidizations that benefit the people. Firefighters, police force, public libraries, museums, public beaches, etc. Public beaches are an excellent example of an positive externality that should be subsidized. Generally for the tourism it brings in. In economics it is a basic theory to subsidize the externalities that benefit us. And tax the externalities that hurt us. My opponent also operates on the false assumption that there are tons of private and non profit industries that are a tourist attraction that attract people to the city and raise property value. ""The NFL has the highest per-game attendance of any domestic professional sports league in the world, drawing over 67,000 spectators per game for each of its two most recently completed seasons, 2006 and 2007"" SOURCE: http://www.nfl.com... My opponent also brought up Drug Rehabilitation programs as an example that shouldn't be subsidized. However he ignores the logic of the situation by easily dismissing it. I personally believe that the people should decide how to spend their tax money, thus, I'm sure, if you took a poll about whether participants would choose Option A and pay a small percentage of their tax dollars to support a drug rehab clinic, or Option B would rather pay a much larger amount of their taxes to fund unemployment, welfare, law enforcement, etc. Most citizens would choose the lower cost option of opening a clinic. Furthermore some of them might not like the surprise bonuses payments of Option B when they are woken up in the middle of the night by a drug-crazed lunatics threatening their lives in exchange for drug money. Pro's arguments to my contention provides no evidence of industries that would suddenly warrant tax dollars because of their tourism, property value, and economic impact. Furthermore he used ill-reasoned logic and shoddy examples of why my contention is unfeasible. 2. Pros refutation of my sources are misleading at best. To start out my source was from a site that had a compilation of articles all written and researched by different people. Pro visited the site, choose different articles that supported his opinion, and then is using them in a weak attempt to invalidate my evidence by stating that they came from the same source. No, they aren't from the same source, they are different articles, just the same website that collects these articles. Furthermore, Pros entire argument is simply a collection of quotations from other people. Quotes that he doesn't bother to explain or arrange in a coherent fashion. Instead of using the quotes to supplement his argument, pro uses the quotes as his entire argument. In fact, my opponent uses more room in his debate for quotations then he does for his own original sentences. In a basic sense my argument is this: The taxpayers (mainly the residents and businesses located in the city where the stadium exists) should partially fund the stadium to the point where they are receiving a benefit out of the bargain. The economic impacts of the sports stadium can be measured, my opponent believes the same as I do, as he cited multiple times, the value of sports stadiums from almost 17 years ago. An example being: ""Looking at new money only, the economic impact of teams such as the Seahawks and the Mariners begins to shrink. In 1995, the football team's out-of-state revenue generated $66.7 million in local economic activity. The impact of that money amounted to 1,388 jobs in King County. The Mariners' out-of-state funds generated only $42.9 million and 427 jobs according to a >>>>1993 study<<<<<<"" Since we both agree the benefits can be determined, then is it not beneficial for the taxpayers to pay in part for the benefit they are receiving both in terms of jobs, business profits, and property values? Many other externalities are funded (such as beaches) which have similarities in terms of their effect on business, property, jobs and tourism. My opponent is essentially advocating that the taxpayer of Minnesota cut off their nose to spite their face, and let another state reap the tourism simply because government is getting involved. I would like to thank my opponent for his excellent rebuttal of my contention, and eagerly await another rebuttal of this contention."	CON	51
51	S56691e32-Ae576a8cb	Professional sports stadiums should be privately funded and owned.	"To start off I would like to thank my opponent for this excellent debate. My opponent in his final round, instead of bolstering his arguments against my contention in Round 1 and 2, drops all arguments and brings up entirely new points. May I remind my opponent that the final round should be a round of summation and furthering of arguments from previous rounds. It is poor etiquette to bring up entirely new points in the final round. 1. Yes the US is in a recession, yes the unemployment rate exceeds 10%. Which is all the more reason not to eliminate nearly a thousand more jobs, and eliminate tourism which is a stimulant for the economy. Tax money does not come from those who are unemployed or are having a rought time, rather it comes from those businesses and people who are succeeding in these dark times. Furthermore if the entire economy is doing bad, then other locations will offer those stadiums less. 2. A budget deficit is not a sufficient reason to spend taxpayer money on something that benefits the taxpayers with more than they spend. 3. The Viking's personal situation as a football team does not exclude them from being a positive externality. I completely agree with you that the motive is to earn more profit and not because they are in dire straits financially. However this doesn't exclude them from being considered a positive externality. If they produce for example 500 dollars for taxpayers in terms of higher property values, business increase and jobs, etc. Then they have 500 dollars worth of bargaining power. The taxpayers of Minnesota can send 250 dollars to keep them there and earn 250 extra in economic benefits. For whatever motive of the sports team, it is economically beneficial to fund a sports stadium with public money. 4. Tourism. LA has plenty of it without the stadium and thus does not need it. However Minnesota has substantially less tourism and would benefit much more greatly than LA would. Furthermore California is much more highly populated than Minnesota. With questions and doubts about the possibility of the Vikings franchise (would like to thank my opponent for his citations), no wise investor would put forth his own money on the line. In LA, its a sure thing. 5. ""The state endured."" The argument isn't about whether the state will survive, but rather will it profit. This debate is a question of what is best for the state, not whether the state would survive without it. I think you'll agree there's a very substantial difference from endure and thrive. 6. Public beaches although open to the public, are usually a private franchise. Beaches neither serve essential functions nor are publicly owned, yet they receive funding from the people. ""In other words, Con has not articulated any limits on either public subsidies or public taxes."" My opponent himself in his R2 arguments affirmed the fact that the economic benefits can be measured. This is a point I agree upon. If they can be measured then we can determine a dollar amount of benefit. We should spend subsidize something to the point where it benefits the citizen. When it stops benefiting the citizen, you stop subsidizing. If it hurts the citizen you tax it. You stop taxing it when it stops hurting the citizen. These are the limits. My opponents entire argument has been from the standpoint that even if it is beneficial to subsidize something we shouldn't do it because the industry is private and makes a profit. I am of a different opinion. I believe anything that is beneficial should be subsidized. If business increases my property value, provides me a job, or makes my business more profitable, I am willing to spend money to keep that positive side effect in occurrence. Is it great if I can get that side effect for free. Absolutely. Do I believe the citizens of Minnesota should try to get it free (paid by private investors) absolutely I do. However if there is no alternative, no private investors step up to the plate, then I am in favor of having the taxpayers partially fund it (paying the lowest amount possible) to get a beneficial side affect that produces more dollars than it costs. My opponent see to have a fear of government, and with good reason, however if done properly, the citizens of Minesota can thrive instead of just endure. I would like to thank my opponent for this excellent debate and admit that he was a very formidable opponent."	CON	52
52	S9eecda22-Ac36cfda6	Artefacts should be made accessible to the largest possible number of visitors	Many people from an artefact's country of origin never get to see them because they cannot afford to travel to a foreign museum; as such the cost of access to that museum is a very small part of the total cost. These artefacts are part of their cultural history and national identity, and it is important that local people are given the opportunity to see them. It is not all about quantity of visitors; those closest to the artefacts have the greatest right to see them. For others, it should be a privilege not a right.	CON	53
